Index,Overall,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
1715,75,66,56,54,75,66,73,70,63,72,73,79,73,78,72,75,73,78,77,74,66,82,75,63,63,59,70,74,76,71
1716,75,70,71,59,75,65,78,78,65,70,76,85,85,82,76,76,80,75,86,77,73,77,67,73,74,65,77,75,72,68
1717,75,65,66,39,77,51,78,70,66,73,74,85,82,89,64,82,69,56,77,56,68,51,40,70,76,61,71,61,44,40
1718,75,63,73,56,76,68,75,61,66,58,73,79,82,81,66,78,61,69,55,59,73,43,38,76,77,76,67,16,32,44
1719,75,70,68,44,68,49,80,61,52,66,74,91,90,92,66,86,65,82,56,37,66,46,34,69,71,53,64,51,24,21
1721,75,55,80,72,61,68,67,71,67,42,72,70,72,68,73,72,75,73,74,80,66,57,29,78,65,73,74,39,15,19
1722,75,67,60,71,77,69,71,68,69,75,75,67,65,65,74,62,80,67,75,84,76,77,75,74,72,65,75,65,75,72
1723,75,44,21,74,72,27,64,24,28,70,66,53,53,59,71,61,40,64,65,79,25,74,76,35,59,35,69,74,77,76
1724,75,59,33,51,74,31,51,36,32,73,69,65,61,66,76,68,67,53,90,85,56,81,76,58,68,37,62,65,73,71
1725,75,78,21,65,66,33,75,67,21,58,75,78,91,79,75,78,53,67,78,65,42,62,70,58,51,22,68,69,74,72
1726,75,66,67,60,72,60,83,59,61,60,80,79,86,80,72,70,72,52,72,67,72,50,39,70,72,53,72,42,53,30
1727,75,67,75,67,72,67,74,65,74,69,70,73,76,66,72,63,84,58,68,78,72,74,37,71,68,69,76,29,34,31
1728,75,37,38,77,67,24,42,28,29,64,53,64,70,42,72,59,65,64,77,83,42,73,73,55,36,37,77,75,76,74
1729,75,62,72,74,68,72,72,66,56,64,76,69,70,77,75,60,73,80,71,78,69,78,42,80,69,73,80,35,35,46
1730,75,66,70,54,76,65,75,83,79,72,80,58,64,67,76,70,79,46,69,64,76,65,47,70,79,75,67,48,45,52
1731,75,72,44,75,74,50,61,48,39,66,72,51,51,63,73,58,69,69,64,77,56,82,74,59,54,57,74,76,73,75
1732,75,60,60,75,75,42,73,44,39,69,75,52,63,60,68,39,81,81,90,82,67,74,75,64,76,50,73,71,76,68
1733,75,76,74,69,72,74,74,72,33,68,73,86,84,75,64,57,75,72,74,81,66,74,42,72,70,68,73,35,45,34
1734,75,80,64,83,76,61,74,68,62,71,76,75,75,68,78,58,74,78,77,78,74,71,74,71,62,52,72,74,77,75
1735,75,76,64,68,74,48,73,50,61,70,72,87,83,77,71,78,71,76,79,68,68,77,66,71,71,53,72,75,70,72
1736,75,65,25,72,69,26,65,32,23,68,70,49,62,58,65,61,41,73,65,80,26,74,73,51,53,24,66,78,77,76
1737,75,43,39,65,76,45,61,59,44,70,70,55,54,66,68,60,66,80,74,72,52,83,78,63,67,51,70,69,77,74
1738,75,74,26,74,71,30,55,59,34,67,65,78,77,70,69,54,47,79,78,80,43,75,75,62,62,49,55,72,77,75
1739,75,53,48,77,71,44,61,69,67,57,59,55,64,46,67,48,51,68,54,84,58,88,66,34,51,46,65,72,77,72
1740,75,45,74,78,60,75,67,57,45,52,73,70,79,67,72,65,78,66,66,79,63,55,25,77,60,68,73,20,24,38
1741,75,68,68,65,70,51,77,66,59,62,75,94,95,89,71,66,65,72,77,69,55,68,48,68,60,61,69,42,35,37
1742,75,62,55,63,78,59,64,64,68,74,74,60,63,71,73,69,82,74,70,76,59,79,75,64,73,55,72,68,76,74
1743,75,74,65,49,73,74,79,74,58,62,74,89,88,86,74,89,67,56,64,60,71,48,21,72,67,61,70,32,37,42
1745,75,72,65,59,75,71,76,75,59,75,77,66,68,68,75,66,70,78,89,74,61,74,71,67,72,69,75,67,72,69
1746,75,62,43,72,64,43,44,47,55,61,56,56,61,54,67,63,61,82,61,76,54,82,72,36,44,66,69,77,75,76
1747,75,32,20,74,64,23,45,28,26,67,57,64,67,55,68,45,42,76,71,78,23,80,74,13,42,33,65,75,75,75
1748,75,70,70,56,74,62,76,67,59,70,73,78,77,76,69,70,68,64,77,68,69,53,43,75,73,71,73,53,33,32
1749,75,68,64,58,77,62,76,55,51,70,76,84,84,88,74,89,66,86,90,64,61,65,57,72,73,54,73,56,50,48
1750,75,46,51,80,73,42,62,58,68,72,68,52,50,67,75,66,74,87,73,77,70,62,78,59,66,42,70,72,74,70
1751,75,72,55,66,71,43,67,67,62,69,72,84,76,79,70,72,53,72,84,63,51,74,74,60,66,59,65,74,73,74
1752,75,77,59,37,76,69,67,69,80,68,69,74,75,78,82,85,68,63,82,37,69,40,73,44,76,49,70,74,72,74
1753,75,61,49,75,76,42,69,80,73,77,75,40,43,60,74,63,75,82,72,75,68,69,75,65,72,66,80,75,75,73
1754,75,67,75,64,63,71,75,60,48,52,73,95,92,87,80,86,77,74,88,48,71,33,24,78,66,69,71,28,28,24
1755,75,69,75,66,69,72,71,62,49,63,66,91,93,87,76,81,75,91,78,58,66,58,33,81,66,63,73,35,34,36
1756,75,70,56,68,74,70,72,64,68,74,75,49,42,60,70,59,80,73,65,73,75,77,72,61,73,74,77,75,76,72
1757,75,76,58,48,80,70,71,76,78,79,77,66,55,70,68,77,74,49,64,64,74,62,70,62,77,72,73,73,66,60
1758,75,51,65,56,77,31,68,42,37,68,74,66,69,59,67,77,74,72,82,74,73,78,76,54,66,48,72,68,77,72
1759,75,74,34,56,71,45,68,61,29,63,70,80,78,76,76,66,66,76,77,63,60,67,75,62,63,36,63,78,72,77
1760,75,67,52,34,75,50,78,62,63,76,79,77,75,77,74,78,70,84,75,60,61,71,75,64,78,63,77,58,58,56
1761,75,63,65,50,76,50,73,63,66,75,74,74,74,87,74,79,71,72,87,63,69,65,59,69,80,69,80,76,63,54
1762,75,74,69,55,74,54,78,76,64,63,77,74,78,72,72,63,65,56,78,62,66,35,38,75,69,59,69,59,28,21
1764,75,61,55,74,74,60,67,57,57,74,74,65,55,63,75,65,77,78,62,78,59,83,77,60,65,68,73,71,79,74
1765,75,67,64,64,75,63,74,70,67,73,75,80,79,74,70,67,75,68,75,74,74,54,53,73,75,55,78,50,52,42
1767,75,77,53,69,72,66,76,60,60,73,75,86,87,65,73,65,80,74,72,69,69,78,67,65,67,52,68,71,75,75
1768,75,24,30,75,68,44,49,40,45,62,57,77,88,74,65,66,58,90,76,85,29,82,75,50,48,47,60,69,73,71
1769,75,69,60,63,76,58,74,65,47,68,75,74,79,73,77,72,68,69,84,68,65,75,73,67,70,54,72,68,73,75
1770,75,54,77,68,64,77,69,61,52,48,75,71,77,72,75,70,75,81,79,77,64,72,34,77,63,71,74,39,20,19
1771,75,49,13,73,60,30,59,58,63,65,65,69,68,61,72,62,78,77,38,78,48,77,75,29,52,43,74,73,77,76
1772,75,56,43,64,73,43,68,59,55,69,73,70,61,77,72,79,62,78,75,74,46,89,75,58,64,50,73,70,76,75
1773,75,76,49,55,80,51,67,71,75,79,74,63,55,70,75,77,71,71,80,66,57,70,74,60,74,55,76,76,72,66
1774,75,72,70,60,73,67,76,75,76,70,77,87,75,82,71,78,70,55,68,62,71,51,25,67,72,70,74,24,23,20
1775,75,76,58,64,76,59,74,67,42,69,76,75,82,79,76,68,68,53,87,59,49,73,73,73,63,48,72,76,74,74
1776,75,68,70,42,76,75,75,79,66,72,74,75,68,80,69,85,72,43,57,40,69,30,29,73,76,71,74,31,22,19
1778,75,35,74,74,70,72,67,66,41,63,69,73,78,69,76,61,81,64,73,83,61,83,47,75,71,73,76,37,33,28
1779,75,66,72,64,75,69,79,77,71,68,76,72,68,77,68,72,71,79,72,58,67,61,55,75,77,76,75,33,46,38
1781,75,80,70,49,74,65,77,76,75,64,78,79,77,87,67,77,69,53,66,51,71,37,27,65,74,57,63,28,37,31
1782,75,76,30,76,72,23,56,45,35,53,71,66,68,63,70,70,44,75,77,70,38,71,78,52,50,33,64,69,77,75
1783,75,61,28,64,70,53,63,47,32,53,70,74,77,69,69,66,72,78,76,69,68,74,71,58,49,43,64,75,79,84
1784,75,63,79,70,72,74,73,75,59,58,76,76,49,78,77,72,79,70,69,72,75,51,30,77,65,80,74,57,19,19
1786,75,59,79,68,64,68,70,54,75,53,71,85,81,83,74,81,76,72,70,62,71,46,35,82,48,73,75,20,24,14
1787,75,44,75,72,72,64,76,52,38,56,74,77,79,73,69,69,72,75,69,84,60,63,45,74,64,61,70,29,44,38
1788,75,61,55,55,74,59,59,49,56,71,71,49,49,64,75,60,75,68,66,74,74,88,81,69,72,62,84,75,74,66
1790,75,70,75,71,73,74,74,76,51,63,72,75,77,69,72,73,77,72,65,72,72,72,35,75,57,74,72,28,37,40
1791,75,69,67,59,76,61,76,75,76,71,79,77,69,78,70,75,70,46,74,46,68,38,45,63,78,60,70,44,44,30
1793,75,73,42,60,73,55,75,72,60,68,74,83,82,82,74,81,72,60,85,68,66,72,69,75,69,42,68,69,72,72
1794,75,73,69,61,74,77,75,78,72,67,76,87,86,90,71,80,75,75,79,58,74,67,38,68,71,55,75,48,32,35
1795,75,65,63,47,78,55,75,61,72,77,77,80,71,91,73,91,77,54,85,57,77,63,48,63,75,76,82,45,54,52
1796,75,70,70,57,78,62,76,73,74,69,72,84,67,90,69,90,74,73,77,27,73,49,32,68,75,72,65,32,45,39
1797,75,39,45,72,71,43,50,41,33,64,58,38,77,34,78,38,70,60,78,84,62,89,82,46,56,37,62,72,79,79
1799,75,66,75,72,74,74,72,63,59,58,75,59,77,63,72,60,78,69,83,77,73,67,40,72,69,74,83,23,37,46
1800,75,71,75,55,74,55,74,54,31,63,76,85,87,79,75,85,67,66,78,55,57,60,67,77,71,61,79,66,68,62
1801,75,50,61,71,70,41,75,75,55,75,73,71,72,78,77,77,51,52,74,66,56,72,76,55,77,61,67,78,77,76
1802,75,63,75,59,70,68,78,74,82,63,75,88,80,81,80,87,71,69,73,69,73,71,37,74,70,70,83,24,13,19
1803,75,67,70,42,76,68,75,75,72,72,74,74,68,78,70,74,73,45,65,60,71,63,43,71,76,76,73,48,44,34
1805,75,64,78,68,66,76,76,75,72,61,78,66,68,80,77,70,78,81,82,74,69,73,51,75,69,71,74,25,27,30
1806,75,75,71,59,76,68,78,60,36,64,76,86,86,82,69,71,69,60,60,63,68,49,50,73,67,59,69,29,44,32
1807,75,50,75,74,64,76,72,64,60,46,76,70,75,71,70,59,79,76,65,78,62,58,20,77,48,77,70,43,26,24
1808,75,42,44,70,66,36,52,30,26,70,65,59,64,63,68,54,56,79,67,83,34,75,74,30,48,45,72,79,75,74
1809,75,60,65,64,76,68,77,59,68,70,77,79,77,76,72,90,85,79,86,76,77,90,69,70,67,68,67,73,70,64
1810,75,46,41,77,65,21,32,55,64,60,65,43,53,72,75,39,28,76,81,80,25,81,75,45,60,57,71,72,74,72
1811,75,71,43,60,71,58,78,73,32,64,76,85,79,77,74,75,57,69,90,66,46,70,71,70,67,41,77,67,75,69
1812,75,60,74,84,67,69,64,52,41,59,70,66,70,60,71,54,78,83,66,83,65,78,42,76,61,65,67,35,35,40
1813,75,76,68,55,75,79,76,75,77,73,76,74,75,78,75,67,74,69,78,67,78,71,74,77,73,63,64,69,68,67
1814,75,66,64,57,80,42,76,58,61,74,77,69,66,74,69,72,70,56,74,68,58,83,63,70,76,49,75,64,69,66
1815,75,74,62,47,74,62,77,75,62,65,78,78,80,76,73,65,70,77,75,77,68,70,55,75,69,52,74,58,51,50
1816,75,75,75,65,77,74,71,74,73,75,74,63,68,67,75,72,82,53,92,70,77,69,50,75,73,56,77,67,56,53
1817,75,66,69,47,77,64,73,67,68,69,74,73,68,87,70,90,60,71,70,35,67,38,40,78,79,65,76,23,30,20
1818,75,68,68,40,72,66,82,77,78,70,80,74,74,83,70,76,77,50,72,64,79,47,52,69,74,55,74,29,42,25
1819,75,75,85,52,75,69,80,76,63,56,83,79,76,72,73,88,68,47,60,36,72,40,29,82,77,68,79,38,35,25
1820,75,69,70,52,68,67,82,72,58,54,78,91,88,85,67,83,77,66,69,61,76,66,25,65,72,66,74,47,32,27
1821,75,61,52,71,66,46,51,46,41,62,64,55,67,63,77,44,65,67,74,75,57,64,74,44,55,55,75,78,78,76
1823,75,73,77,66,74,66,76,66,70,62,74,74,78,77,78,69,74,72,68,66,63,64,34,79,74,75,69,52,33,35
1824,75,65,45,72,71,33,65,37,22,55,70,79,90,63,72,60,51,82,74,74,31,62,75,63,53,26,63,74,74,72
1825,75,59,41,65,75,47,59,49,42,72,72,53,57,54,62,52,59,45,75,81,55,83,78,50,62,53,65,75,76,73
1826,75,66,54,68,78,64,73,64,60,72,79,63,65,67,68,54,76,59,75,69,72,68,75,54,75,60,66,76,74,70
1827,75,50,77,72,66,74,72,58,54,52,70,85,88,86,70,77,73,92,74,74,66,50,14,75,55,77,75,40,20,11
1828,75,77,63,57,76,42,79,72,63,66,77,79,81,86,65,74,58,75,66,57,59,58,44,65,74,58,69,45,56,40
1829,75,77,68,34,75,69,75,73,69,73,76,75,71,75,75,73,67,64,55,67,68,54,59,73,78,66,68,47,53,43
1830,75,71,74,46,72,68,77,77,72,69,78,74,73,69,67,69,75,66,75,71,76,61,34,70,78,77,67,45,33,32
1831,75,65,60,79,73,53,64,65,66,74,69,60,50,64,75,61,76,88,69,77,65,72,76,66,68,78,70,73,74,73
1832,75,68,65,50,75,57,75,75,60,73,75,79,77,76,77,74,75,76,81,69,74,62,71,74,75,62,78,59,69,66
1833,75,48,55,70,69,72,54,36,33,67,67,70,68,68,71,61,75,78,70,76,56,80,75,34,54,48,65,72,76,76
1834,75,71,72,61,77,75,78,73,77,66,78,85,84,88,72,91,76,58,62,44,73,53,28,71,71,70,72,34,28,23
1835,75,67,72,58,67,62,77,50,45,56,77,93,94,92,72,73,81,91,67,71,64,64,34,71,65,56,62,24,23,19
1836,75,66,64,51,74,61,75,72,73,71,76,81,72,82,74,67,55,51,71,54,62,57,41,77,76,71,78,26,33,32
1837,75,72,36,60,71,49,73,60,47,69,76,77,75,77,74,76,66,67,78,65,43,74,69,59,59,60,71,71,76,77
1838,75,65,77,62,68,74,75,81,77,49,81,74,69,82,73,79,81,70,57,66,75,62,33,77,56,69,65,25,25,24
1839,75,59,51,68,76,32,65,52,41,74,71,51,63,58,69,52,66,67,87,80,54,80,71,65,69,48,70,72,76,73
1840,75,56,27,80,63,17,48,38,58,61,58,48,40,40,70,31,74,76,60,89,70,79,74,32,45,44,74,74,76,71
1842,75,29,77,68,65,78,79,67,41,47,76,62,65,70,74,74,77,66,75,78,73,83,37,75,65,80,81,15,30,23
1843,75,73,70,51,75,45,81,63,38,65,75,85,82,86,60,78,70,68,66,65,73,68,35,70,69,71,72,67,62,62
1844,75,73,29,44,74,35,73,67,39,64,76,72,73,73,76,76,56,63,69,65,30,65,75,54,49,49,73,79,78,81
1845,75,70,36,71,74,25,65,61,42,61,72,71,76,69,69,72,64,84,88,70,55,80,74,62,59,48,67,71,74,76
1846,75,75,73,56,72,64,74,81,77,69,79,72,70,79,68,82,74,67,74,55,73,54,58,71,81,70,78,40,38,45
1847,75,54,23,79,69,13,55,40,39,66,67,49,60,54,66,58,43,79,73,82,17,80,75,30,56,51,70,74,73,72
1849,75,27,27,76,59,16,58,34,16,53,57,53,55,32,65,32,51,65,52,89,15,82,79,24,38,19,64,72,75,74
1850,75,74,57,52,79,67,73,74,73,76,78,63,63,75,73,78,72,61,69,63,72,71,73,64,75,76,76,74,72,68
1851,75,75,68,69,71,65,83,77,58,66,79,78,75,86,76,77,80,74,63,65,83,71,44,69,73,70,84,37,48,52
1852,75,70,72,61,73,72,77,72,70,68,75,69,67,74,76,67,72,63,42,65,71,33,18,76,76,67,77,27,28,23
1853,75,38,22,78,59,28,51,29,33,57,62,48,47,46,70,43,61,63,67,78,38,80,72,31,43,35,70,78,78,75
1854,75,76,40,68,77,65,74,79,73,72,74,67,77,72,72,66,74,71,74,76,66,72,74,67,72,64,74,76,71,75
1855,75,48,54,79,70,27,53,29,36,73,65,53,65,51,74,33,46,74,69,76,26,76,75,47,61,35,75,71,76,74
1856,75,75,68,42,77,63,79,70,66,72,76,77,72,74,74,79,70,52,72,51,72,56,27,73,76,53,74,30,36,33
1857,75,46,26,77,71,25,49,37,25,55,54,52,69,47,70,34,56,64,61,87,24,75,70,31,42,30,68,71,81,75
1858,75,62,64,71,77,70,76,69,29,69,74,67,68,70,75,69,85,69,79,79,73,82,79,69,67,63,73,68,82,73
1859,75,56,58,44,77,62,88,78,59,57,84,84,75,84,77,92,55,37,79,50,56,55,42,74,76,58,69,30,43,25
1860,75,69,48,67,72,44,64,59,68,75,70,79,67,81,69,75,73,87,87,71,59,88,78,54,68,76,69,72,73,73
1861,75,60,45,70,65,35,59,31,27,60,63,69,78,54,73,51,70,55,67,78,38,69,74,45,38,48,60,77,78,76
1862,75,64,65,60,78,42,76,48,49,78,78,63,65,73,68,69,62,69,75,63,62,66,69,63,74,46,65,74,74,75
1863,75,51,16,75,59,27,49,52,33,56,64,48,34,48,64,65,56,73,39,68,39,74,84,31,31,49,73,80,77,76
1864,75,54,68,81,74,62,69,52,40,68,73,67,69,66,76,62,78,84,92,79,76,77,79,72,69,58,71,73,76,73
1866,75,67,68,65,70,66,80,67,44,63,79,84,79,73,70,65,69,68,72,61,70,50,29,72,70,65,65,23,31,26
1867,75,74,65,67,74,63,73,71,65,71,75,82,80,70,71,68,61,63,74,65,59,65,76,72,73,70,65,72,75,72
1868,75,70,67,63,78,64,74,71,54,73,77,68,74,76,71,83,76,70,67,54,74,62,65,71,76,57,76,57,66,55
1869,75,62,46,70,77,68,70,44,32,68,70,70,74,65,70,66,75,84,86,82,69,82,74,47,58,51,69,74,79,73
1871,75,54,76,75,65,69,75,67,60,55,72,82,86,77,64,66,75,60,78,64,71,40,21,76,55,75,71,22,36,37
1872,75,62,44,59,80,53,64,77,81,77,72,53,54,53,69,62,79,78,75,76,78,77,75,59,75,69,69,65,74,68
1873,75,66,70,44,79,49,75,73,62,65,77,82,78,86,72,84,67,48,90,67,72,73,70,70,70,56,78,67,69,64
1874,75,58,74,67,68,64,75,63,27,61,76,78,83,76,74,66,75,78,65,81,65,59,30,74,63,68,67,40,25,23
1875,75,64,68,38,75,52,75,54,50,69,73,70,72,86,76,88,66,54,78,34,72,47,75,69,75,49,73,65,74,69
1876,75,62,66,53,80,63,69,64,70,77,75,65,58,71,72,75,76,68,71,69,73,86,70,69,73,68,73,64,74,67
1877,75,23,48,79,68,40,56,22,24,66,65,57,58,47,66,49,53,76,56,83,21,69,75,25,43,32,65,76,75,72
1878,75,73,40,74,72,32,66,58,42,64,71,70,75,61,68,73,65,80,78,76,45,62,73,63,56,44,69,68,78,77
1879,75,50,51,72,70,30,68,32,70,73,75,65,61,67,66,61,69,79,65,74,57,77,77,43,51,41,68,74,77,73
1880,75,68,55,68,77,74,76,64,64,75,77,74,74,74,69,67,78,67,80,78,77,86,75,73,69,68,74,76,78,77
1881,75,73,50,68,79,58,71,64,50,74,74,77,71,73,77,70,80,78,80,72,75,86,79,68,67,44,76,73,79,74
1882,75,43,40,71,72,33,64,57,46,69,72,63,71,60,65,59,61,64,66,78,36,76,77,36,46,58,66,75,73,75
1883,75,78,41,58,75,58,75,78,64,72,73,80,75,84,74,78,65,66,79,68,66,76,73,70,68,68,76,72,75,75
1884,75,61,46,63,77,53,70,53,52,73,74,69,70,60,74,64,74,74,75,74,65,75,74,61,65,58,75,70,78,72
1885,75,64,56,58,78,62,78,59,56,79,80,73,75,76,67,68,74,71,70,67,67,62,67,68,73,42,72,62,68,67
1886,75,72,78,76,77,74,74,72,73,76,76,51,50,64,74,51,78,55,76,78,76,66,45,74,76,71,75,31,37,39
1887,75,75,68,54,73,66,75,75,70,66,76,84,86,77,72,73,78,66,72,60,67,56,30,73,72,61,73,29,35,30
1888,75,75,46,67,73,53,74,67,50,65,76,78,77,79,76,78,66,75,77,64,46,65,73,70,68,41,73,71,71,71
1889,75,70,22,68,64,25,62,31,37,66,68,68,68,66,70,66,70,74,69,77,41,80,76,56,46,41,67,70,80,80
1890,75,68,38,70,69,25,59,67,52,81,69,61,67,65,72,69,80,80,65,72,73,74,79,51,59,35,70,70,80,78
1891,75,73,68,38,71,65,78,76,74,68,75,78,78,81,68,73,75,52,72,67,77,55,33,69,79,64,77,33,27,26
1892,75,65,59,65,77,55,76,66,57,74,75,54,67,73,74,74,66,68,76,77,65,67,74,62,75,52,69,77,75,69
1893,75,70,73,51,68,59,74,63,53,64,74,86,88,74,71,62,71,66,74,68,64,55,61,74,70,68,73,49,60,38
1894,75,57,42,59,75,37,68,55,34,71,73,68,78,77,76,77,60,74,80,67,54,70,77,55,72,56,78,73,75,74
1895,75,36,34,74,63,56,60,38,33,52,66,58,61,65,73,57,50,86,66,76,41,66,73,42,50,54,70,73,79,76
1896,75,60,42,72,68,41,63,45,39,69,67,67,73,65,71,67,64,76,85,74,48,81,75,55,50,48,68,76,74,76
1897,75,63,65,23,76,49,73,61,63,72,74,67,63,68,77,74,56,53,78,46,50,72,78,70,76,62,72,72,75,68
1898,75,70,66,60,79,65,72,67,70,76,77,74,69,73,70,75,75,55,68,65,75,74,71,67,73,52,68,67,69,68
1899,75,77,28,70,76,23,65,30,40,45,75,74,74,69,69,67,43,58,77,60,35,62,70,60,49,38,59,72,78,77
1900,75,73,48,59,72,49,75,68,69,72,76,86,79,84,73,77,76,75,82,64,73,63,72,67,69,51,74,64,74,73
1901,75,70,67,44,69,58,78,67,60,64,77,80,80,72,74,79,75,87,78,66,71,63,50,75,66,63,74,56,50,49
1902,75,70,67,53,74,53,76,73,63,68,76,84,83,81,74,82,70,67,63,48,64,48,49,74,69,67,60,44,32,31
1903,75,69,72,47,78,61,81,60,51,72,79,78,78,90,73,79,65,64,77,53,63,65,55,69,76,62,65,61,64,65
1904,75,35,29,72,67,28,47,37,34,70,57,75,86,52,73,69,67,78,82,79,49,74,74,29,31,32,69,78,76,71
1905,75,65,61,69,78,60,70,49,59,76,75,67,68,62,75,58,79,72,74,70,75,76,73,70,73,51,76,69,74,70
1906,75,55,77,76,64,66,69,56,53,43,71,72,76,70,72,57,69,58,65,84,65,78,23,78,60,67,59,17,25,20
1907,75,52,34,73,70,48,55,42,42,72,58,71,69,65,71,52,47,63,71,81,32,63,78,35,54,47,75,78,78,77
1908,75,75,55,67,74,53,74,69,68,69,74,74,69,70,74,72,70,76,73,68,62,64,74,71,71,72,70,72,76,75
1909,75,77,48,51,73,68,72,76,81,74,75,76,79,73,74,75,89,70,70,72,85,85,64,41,41,46,66,75,78,80
1910,75,72,77,80,71,71,80,67,66,62,76,69,78,61,71,44,64,62,53,66,71,60,46,79,73,69,76,61,55,43
1911,75,21,55,83,57,38,33,24,25,52,57,47,51,31,72,27,63,74,69,90,26,79,72,52,42,38,60,74,70,74
1912,75,64,73,52,74,65,78,69,56,65,80,71,71,70,74,52,71,65,70,70,72,36,47,75,78,62,71,45,40,32
1913,75,59,62,75,78,58,76,68,69,74,78,61,62,64,70,60,66,69,68,74,67,73,75,70,76,58,68,58,74,65
1914,75,69,65,61,77,67,72,68,60,73,77,66,66,63,75,36,69,64,76,62,60,60,73,74,72,64,76,64,72,65
1916,75,63,70,77,78,48,73,63,67,74,74,75,76,72,75,74,75,78,81,64,74,66,69,69,71,66,70,71,65,67
1917,75,71,66,42,74,65,80,85,69,72,76,74,73,77,72,80,75,70,63,63,76,54,31,70,72,40,68,42,24,23
1918,75,64,55,72,70,60,71,64,50,67,74,78,79,73,72,64,71,79,87,76,65,76,76,72,69,57,70,66,73,76
1919,75,76,49,56,73,44,72,73,74,68,74,76,73,78,79,76,67,69,82,60,59,69,73,66,60,58,70,70,75,73
1920,75,69,70,64,71,72,80,81,42,60,74,84,84,89,73,90,77,66,63,37,72,55,49,79,74,65,73,38,34,33
1921,75,75,79,55,71,69,77,69,58,66,76,73,74,74,76,59,79,72,72,65,71,42,40,79,60,65,63,56,39,40
1922,75,69,60,55,75,65,72,61,60,75,74,75,77,74,80,76,69,65,90,70,62,82,77,65,68,55,77,77,76,75
1925,75,68,35,69,74,41,64,82,74,71,68,65,66,67,75,64,83,86,68,77,71,75,74,50,65,47,75,75,76,73
1926,75,29,26,77,65,34,41,32,32,53,61,50,50,51,71,49,46,44,60,77,22,76,77,51,33,43,75,81,78,75
1927,75,66,74,84,70,74,74,65,61,57,74,69,73,69,70,76,74,79,66,76,74,52,32,75,64,75,74,43,30,16
1928,75,72,64,55,70,67,80,74,59,55,77,92,92,86,73,70,68,62,60,59,65,42,21,75,67,68,78,38,19,23
1929,75,72,63,76,77,52,74,71,74,78,75,69,68,69,73,61,80,82,79,78,74,74,73,65,73,66,74,69,71,65
1930,75,17,19,76,55,23,58,14,18,47,61,30,30,28,76,48,52,73,50,87,35,79,75,39,49,17,68,76,76,75
1931,75,68,54,73,65,39,63,41,39,69,68,64,74,66,69,62,58,73,76,85,55,79,74,55,56,41,70,69,74,73
1932,75,74,55,50,76,76,75,66,57,71,76,87,87,81,77,85,85,85,81,74,69,85,74,71,71,36,65,77,73,72
1933,75,66,64,51,74,61,75,72,73,71,76,81,72,82,74,67,55,51,71,54,62,57,41,77,76,71,78,26,33,32
1936,75,66,75,72,74,74,72,63,59,58,75,59,77,63,72,60,78,69,83,77,73,67,40,72,69,74,83,23,37,46
1937,75,70,72,72,74,70,75,68,72,71,76,80,83,75,70,73,76,80,65,59,71,42,45,72,74,69,72,48,34,28
1938,75,73,42,72,72,46,61,65,78,58,72,69,74,59,76,56,72,79,87,74,73,76,69,53,61,52,68,83,72,68
1939,75,55,74,75,74,52,70,68,67,73,75,59,63,61,73,67,71,68,73,69,73,69,76,70,76,78,65,72,75,72
1940,75,51,75,76,68,76,66,68,46,54,74,51,62,62,73,34,78,53,63,91,72,61,23,78,65,72,70,55,32,24
1941,75,59,42,75,61,22,46,35,27,65,56,66,72,54,70,43,43,85,66,83,35,76,79,29,44,32,70,71,77,66
1942,75,67,51,53,74,68,72,70,50,74,75,83,78,90,71,91,78,55,85,68,77,69,74,68,72,60,65,70,75,73
1943,75,76,38,57,69,39,72,71,68,59,68,73,87,67,71,63,70,53,85,76,49,83,72,59,51,44,67,69,75,74
1944,75,45,39,65,76,29,65,34,32,73,68,69,73,63,76,68,75,74,77,82,62,80,76,42,65,51,67,74,76,70
1945,75,71,74,51,75,55,75,73,79,74,76,74,72,75,70,89,63,74,79,54,71,72,69,68,73,46,62,57,72,59
1946,75,49,77,60,67,73,77,69,64,61,76,78,78,72,71,68,75,62,69,70,72,61,21,79,65,73,71,28,25,23
1947,75,46,37,68,56,48,57,39,37,55,59,67,72,64,69,58,65,68,67,78,42,81,71,42,49,52,59,69,84,80
1948,75,52,47,50,71,40,69,45,40,67,71,71,69,70,66,75,63,85,90,78,44,95,74,57,63,42,72,73,75,74
1949,75,54,79,69,64,73,71,59,44,48,68,68,75,67,74,62,81,64,77,78,72,80,35,77,59,66,69,27,35,28
1950,75,44,46,76,73,43,63,68,76,70,68,45,53,60,71,53,83,55,64,85,60,76,71,41,64,63,74,75,75,75
1951,75,38,45,80,63,23,57,50,46,65,67,62,67,64,71,58,69,81,66,78,36,81,75,32,65,72,75,74,73,71
1952,75,63,48,60,82,25,63,65,30,68,70,58,61,56,58,77,65,75,89,79,60,84,73,67,69,55,74,76,76,68
1953,75,77,55,63,75,52,77,41,30,70,75,76,82,64,74,64,72,74,86,72,58,71,65,67,67,47,67,73,77,75
1954,75,71,64,56,76,62,78,73,69,74,75,75,75,74,72,66,74,33,82,70,76,72,62,70,75,61,72,67,62,56
