Name,Overall,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
K. Billiat,75,69,84,64,62,68,86,65,71,61,73,83,89,79,62,80,81,74,66,65,66,56,51,70,70,76,75,38,47,47,14,8,8,10,7
Ivan Cavaleiro,75,72,70,61,68,62,79,74,56,63,78,86,87,77,71,75,78,46,64,75,67,68,37,72,72,72,62,25,46,36,13,15,12,9,13
E. Cabaco,75,38,36,72,60,36,48,36,27,62,61,67,67,65,70,59,52,83,69,78,34,84,75,28,44,32,66,77,74,76,11,7,13,14,6
Silas Almeim,75,77,48,66,75,55,66,61,43,72,67,74,83,81,73,76,68,63,73,63,56,67,75,60,63,72,68,73,73,77,15,14,15,9,11
C. Kameni,75,12,11,13,27,13,15,11,12,29,14,44,45,65,69,57,22,76,40,79,12,34,24,14,37,24,43,13,11,12,78,76,72,72,75
HÈlder Costa,75,70,66,46,67,61,79,76,72,62,78,89,86,83,72,79,73,36,73,61,68,59,18,73,71,69,70,30,35,28,7,6,11,14,12
E. Durm,75,75,50,62,66,43,65,60,35,51,71,78,76,72,72,66,66,74,79,66,44,67,75,68,60,55,69,75,71,76,12,14,8,15,11
Emerson,75,78,43,60,74,44,77,53,71,66,79,77,77,75,77,72,80,67,74,52,77,65,75,75,41,55,72,73,69,70,8,15,8,7,14
G. Haraguchi,75,66,61,51,75,56,84,67,54,58,78,86,86,87,72,79,54,65,78,41,62,39,37,69,66,56,67,46,46,42,16,11,11,11,7
C. Fuchs,75,83,57,74,78,72,70,86,77,76,74,54,56,61,77,59,83,74,66,71,75,77,77,72,73,68,70,74,78,76,14,12,15,16,13
E. Kalinski,75,60,45,72,80,49,71,68,58,76,77,75,61,71,65,64,59,91,85,82,57,74,70,70,73,41,68,65,73,69,7,6,14,15,8
Rafael,75,13,11,10,25,10,13,11,12,24,23,43,31,31,70,23,21,63,41,49,14,31,10,12,45,22,60,20,19,17,76,71,63,76,76
F. Frei,75,74,68,73,76,74,69,74,67,74,75,64,67,72,76,68,76,71,82,73,72,62,73,76,78,74,76,74,70,67,12,15,8,11,14
M. Risse,75,73,71,52,73,67,74,69,76,70,74,79,79,74,75,72,84,72,72,67,77,60,72,74,71,72,67,62,71,66,11,7,14,11,8
V. C·ceres,75,67,62,74,70,73,67,62,59,66,71,63,61,62,69,63,74,71,75,79,74,88,80,69,68,63,72,72,76,72,16,11,13,14,8
Renan Bressan,75,82,75,41,80,82,76,85,83,78,77,63,61,64,72,66,87,53,65,66,87,36,52,71,80,81,77,38,47,45,13,10,14,10,9
Lucas Lima,75,77,43,41,73,62,74,73,72,70,73,69,78,71,72,73,73,77,86,62,70,68,73,72,67,53,66,75,77,76,11,10,12,16,11
M. Silvestre,75,38,32,79,63,36,52,56,50,62,60,48,52,60,68,58,70,88,54,77,56,74,76,42,50,52,72,75,77,75,3,5,3,3,5
Portillo,75,79,73,59,78,59,77,75,56,75,75,67,61,76,71,86,59,57,73,58,70,48,48,69,75,49,67,52,49,46,14,15,8,16,11
F. R¯nnow,75,14,9,12,25,7,13,16,7,30,12,48,45,34,74,40,21,63,32,67,13,17,12,14,48,17,31,15,11,13,74,71,66,74,77
N. Spolli,75,25,36,78,45,35,45,19,18,45,49,32,46,32,60,32,72,68,33,93,22,73,79,20,25,33,73,76,78,74,8,7,10,10,14
S. Rajkovi?,75,39,20,75,58,22,48,36,28,59,57,51,64,34,68,42,71,55,68,92,45,87,67,29,39,47,66,78,76,73,9,7,9,10,12
R. Beri?,75,52,80,73,72,69,67,65,56,65,72,64,58,58,71,58,73,71,70,77,67,65,38,82,70,71,71,38,30,23,16,11,15,12,16
V. Hern·ndez,75,72,68,40,72,61,75,49,45,66,74,90,88,93,65,94,69,91,78,29,67,36,21,75,72,73,77,62,20,21,10,15,15,13,11
Claudemir,75,69,59,69,79,67,68,67,68,72,74,61,63,62,74,61,70,62,77,77,71,72,75,69,75,60,73,69,73,65,15,13,11,13,13
T. Jantschke,75,62,35,66,72,37,62,43,40,70,68,64,64,67,80,73,48,84,74,72,44,77,82,52,57,51,80,80,80,79,11,6,7,6,13
L. Schaub,75,67,69,52,74,58,83,66,53,66,80,77,77,88,64,77,64,69,74,65,65,60,35,67,69,64,68,41,33,39,15,7,14,11,14
P. Tschauner,75,7,9,47,24,7,7,15,15,25,22,38,46,36,72,37,23,60,23,75,15,27,9,14,41,22,38,20,12,15,75,74,68,74,77
Gabrisco AnÌbal,75,62,57,72,76,44,59,57,54,71,72,68,70,61,81,61,72,73,87,72,67,82,72,65,56,66,73,80,70,74,12,9,16,18,12
B. Feilhaber,75,69,64,56,76,74,74,76,74,73,79,61,60,79,77,76,76,60,74,65,70,72,58,68,76,78,80,65,68,63,16,15,11,7,15
A. Grassi,75,65,58,64,79,60,75,64,58,76,77,69,69,67,72,67,70,58,72,65,67,68,70,69,71,64,66,64,69,63,12,6,15,8,8
N. Vikonis,75,15,17,15,26,17,17,15,14,24,21,40,43,38,68,42,23,60,34,60,11,24,23,15,41,22,60,15,14,14,75,76,68,74,74
P. Ntep,75,71,65,43,73,67,80,74,69,66,76,84,84,79,75,75,75,49,72,73,69,70,28,71,66,68,68,32,25,15,15,9,9,8,6
L. Vangioni,75,76,51,60,69,61,71,71,62,69,73,87,79,77,70,66,78,73,79,69,73,85,75,68,64,69,68,70,74,74,9,9,9,11,7
S. Okazaki,75,66,70,73,74,76,77,53,50,63,78,75,61,79,83,71,76,91,74,65,66,78,48,83,69,74,69,54,58,35,10,6,14,6,6
Diego Castro,75,78,71,55,69,68,82,81,72,65,80,66,63,72,80,83,73,73,51,58,72,65,45,76,76,85,81,44,42,40,8,6,16,8,13
C. Jallet,75,75,50,70,76,70,69,73,66,74,76,69,72,74,72,74,70,72,76,68,66,75,72,70,74,65,78,75,75,75,8,8,9,6,11
O. Pineda,75,67,65,41,78,67,77,68,56,72,75,85,87,91,72,85,72,65,87,57,73,67,67,68,72,63,72,57,65,65,15,14,7,10,10
A. Mounier,75,74,66,60,76,74,80,78,65,64,80,83,77,84,68,78,70,62,68,60,66,60,38,74,71,70,76,41,32,28,9,16,8,9,16
Sandro,75,60,65,66,73,58,69,56,54,72,73,62,65,55,70,59,80,67,56,79,73,89,75,62,70,62,75,82,73,73,12,16,10,11,12
N. Redmond,75,72,66,33,72,55,81,69,65,61,79,86,83,90,64,88,75,43,69,43,68,38,22,73,72,57,68,23,26,30,12,14,16,6,10
G·lvez,75,39,29,72,73,41,54,59,75,71,64,35,37,46,72,54,53,62,74,86,36,87,76,47,50,44,69,67,75,74,8,12,11,6,9
A. Song,75,58,55,68,75,52,73,57,41,73,74,68,65,65,70,59,68,71,68,75,42,82,75,62,67,66,75,72,74,72,8,12,15,11,12
E. Badu,75,69,60,70,76,72,76,64,50,69,75,86,75,88,75,81,76,90,91,66,74,72,74,74,70,58,73,69,74,72,15,5,9,13,14
M. Agu,75,47,41,65,74,38,64,44,35,70,70,67,66,68,71,61,56,82,86,76,40,86,76,33,47,46,60,74,78,75,14,14,9,14,14
Jason,75,69,74,56,74,69,78,70,69,66,76,81,79,79,69,77,75,67,73,67,71,48,50,76,73,68,66,48,41,43,9,9,11,11,14
S. CristÛforo,75,52,50,58,76,36,66,59,35,78,70,69,54,76,70,83,71,72,74,65,68,76,76,60,70,59,70,72,76,72,9,14,12,14,15
L. Butelle,75,11,11,13,31,12,11,10,15,23,23,35,37,37,66,28,24,63,28,69,12,35,18,15,44,22,59,11,11,11,78,74,65,76,74
Allan Bardinho,75,73,71,44,75,51,77,56,55,76,77,66,68,82,66,81,66,46,61,55,70,31,52,72,77,72,71,23,33,32,12,8,17,8,15
P. Dummett,75,61,41,73,70,33,65,54,52,68,69,65,68,61,75,74,42,75,79,74,35,75,77,56,52,43,65,77,77,81,15,11,13,11,13
H. Villalba,75,61,73,60,67,70,77,69,55,60,78,92,92,92,74,89,85,53,77,52,78,68,38,74,70,64,69,25,39,30,13,8,8,10,12
K. Amian,75,68,35,68,73,46,67,69,39,57,69,69,73,71,74,74,53,74,77,73,35,75,73,63,55,42,72,77,77,77,7,8,14,14,11
JosÈ Mirazar,75,77,64,68,75,64,79,77,76,74,76,77,74,77,74,71,63,45,82,71,66,34,45,75,76,76,67,32,23,22,9,9,8,8,16
A. Hern·ndez,75,46,75,74,67,72,72,75,60,47,72,85,79,81,74,68,73,70,67,73,71,59,24,77,57,76,74,26,29,22,14,6,8,6,9
Ailton Guevara,75,75,75,68,72,63,74,81,75,62,75,70,70,78,72,75,70,73,73,57,75,65,22,76,76,68,75,13,27,23,16,11,18,16,15
O. Akhmedov,75,67,66,61,74,45,69,51,65,69,76,73,67,65,75,71,82,80,86,69,78,70,74,66,76,64,69,73,72,69,11,12,16,12,14
Naldo,75,30,29,74,65,24,49,46,41,60,55,43,49,42,71,35,60,76,66,69,41,72,82,26,33,43,68,75,81,79,12,5,7,6,8
Y. Ayoub,75,81,65,52,75,66,79,74,67,73,78,72,68,74,74,91,75,40,80,69,65,74,68,67,77,70,78,65,72,74,16,10,8,16,9
A. Ring,75,66,56,54,75,66,73,70,63,72,73,79,73,78,72,75,73,78,77,74,66,82,75,63,63,59,70,74,76,71,6,7,6,13,8
B. Ndiaye,75,70,71,59,75,65,78,78,65,70,76,85,85,82,76,76,80,75,86,77,73,77,67,73,74,65,77,75,72,68,7,12,11,7,10
Kaku,75,65,66,39,77,51,78,70,66,73,74,85,82,89,64,82,69,56,77,56,68,51,40,70,76,61,71,61,44,40,12,14,7,7,11
Adilson Edrada,75,63,73,56,76,68,75,61,66,58,73,79,82,81,66,78,61,69,55,59,73,43,38,76,77,76,67,16,32,44,12,16,12,11,13
A. Ibarg¸en,75,70,68,44,68,49,80,61,52,66,74,91,90,92,66,86,65,82,56,37,66,46,34,69,71,53,64,51,24,21,9,8,14,14,9
Iraizoz,75,11,12,13,29,16,11,12,13,20,15,32,33,28,73,52,20,47,33,83,14,38,23,16,53,13,56,15,11,12,69,77,74,85,67
N. Nikoli?,75,55,80,72,61,68,67,71,67,42,72,70,72,68,73,72,75,73,74,80,66,57,29,78,65,73,74,39,15,19,13,6,13,11,10
J. Kurti?,75,67,60,71,77,69,71,68,69,75,75,67,65,65,74,62,80,67,75,84,76,77,75,74,72,65,75,65,75,72,14,13,10,11,6
K. Wimmer,75,44,21,74,72,27,64,24,28,70,66,53,53,59,71,61,40,64,65,79,25,74,76,35,59,35,69,74,77,76,13,10,15,12,11
A. MejÌa,75,59,33,51,74,31,51,36,32,73,69,65,61,66,76,68,67,53,90,85,56,81,76,58,68,37,62,65,73,71,7,14,8,8,13
A. Barreca,75,78,21,65,66,33,75,67,21,58,75,78,91,79,75,78,53,67,78,65,42,62,70,58,51,22,68,69,74,72,11,7,9,13,15
Gil Dias,75,66,67,60,72,60,83,59,61,60,80,79,86,80,72,70,72,52,72,67,72,50,39,70,72,53,72,42,53,30,5,6,14,7,13
J. Locadia,75,67,75,67,72,67,74,65,74,69,70,73,76,66,72,63,84,58,68,78,72,74,37,71,68,69,76,29,34,31,10,7,8,13,10
S. Kryvtsov,75,37,38,77,67,24,42,28,29,64,53,64,70,42,72,59,65,64,77,83,42,73,73,55,36,37,77,75,76,74,14,7,14,15,16
O. Peralta,75,62,72,74,68,72,72,66,56,64,76,69,70,77,75,60,73,80,71,78,69,78,42,80,69,73,80,35,35,46,14,15,9,7,10
C. Budescu,75,66,70,54,76,65,75,83,79,72,80,58,64,67,76,70,79,46,69,64,76,65,47,70,79,75,67,48,45,52,13,14,14,12,13
A. Raggi,75,72,44,75,74,50,61,48,39,66,72,51,51,63,73,58,69,69,64,77,56,82,74,59,54,57,74,76,73,75,6,10,14,10,16
R. Donk,75,60,60,75,75,42,73,44,39,69,75,52,63,60,68,39,81,81,90,82,67,74,75,64,76,50,73,71,76,68,12,12,11,7,16
Edgar MÈndez,75,76,74,69,72,74,74,72,33,68,73,86,84,75,64,57,75,72,74,81,66,74,42,72,70,68,73,35,45,34,13,16,11,6,14
L. De Silvestri,75,80,64,83,76,61,74,68,62,71,76,75,75,68,78,58,74,78,77,78,74,71,74,71,62,52,72,74,77,75,15,11,10,14,14
M. Saracchi,75,76,64,68,74,48,73,50,61,70,72,87,83,77,71,78,71,76,79,68,68,77,66,71,71,53,72,75,70,72,8,8,11,10,9
D. CongrÈ,75,65,25,72,69,26,65,32,23,68,70,49,62,58,65,61,41,73,65,80,26,74,73,51,53,24,66,78,77,76,11,10,9,11,7
M. Fritzler,75,43,39,65,76,45,61,59,44,70,70,55,54,66,68,60,66,80,74,72,52,83,78,63,67,51,70,69,77,74,7,8,14,11,11
T. Kolodziejczak,75,74,26,74,71,30,55,59,34,67,65,78,77,70,69,54,47,79,78,80,43,75,75,62,62,49,55,72,77,75,14,6,10,16,7
Caio Nunson,75,53,48,77,71,44,61,69,67,57,59,55,64,46,67,48,51,68,54,84,58,88,66,34,51,46,65,72,77,72,11,7,8,10,16
Felipe Vizeu,75,45,74,78,60,75,67,57,45,52,73,70,79,67,72,65,78,66,66,79,63,55,25,77,60,68,73,20,24,38,6,10,9,12,11
J. Damm,75,68,68,65,70,51,77,66,59,62,75,94,95,89,71,66,65,72,77,69,55,68,48,68,60,61,69,42,35,37,8,15,16,11,10
Guilherme,75,62,55,63,78,59,64,64,68,74,74,60,63,71,73,69,82,74,70,76,59,79,75,64,73,55,72,68,76,74,9,7,12,12,10
G. Nkoudou,75,74,65,49,73,74,79,74,58,62,74,89,88,86,74,89,67,56,64,60,71,48,21,72,67,61,70,32,37,42,10,13,8,6,13
Joel Robles,75,12,11,12,15,13,15,11,20,26,25,46,50,43,66,39,36,64,25,69,11,23,22,13,41,15,54,11,11,14,79,70,76,71,78
B. Zungu,75,72,65,59,75,71,76,75,59,75,77,66,68,68,75,66,70,78,89,74,61,74,71,67,72,69,75,67,72,69,6,14,12,15,16
Ot·vio Cairinho,75,62,43,72,64,43,44,47,55,61,56,56,61,54,67,63,61,82,61,76,54,82,72,36,44,66,69,77,75,76,12,11,10,11,7
P. Gouano,75,32,20,74,64,23,45,28,26,67,57,64,67,55,68,45,42,76,71,78,23,80,74,13,42,33,65,75,75,75,10,15,12,16,7
C. DomÌnguez,75,70,70,56,74,62,76,67,59,70,73,78,77,76,69,70,68,64,77,68,69,53,43,75,73,71,73,53,33,32,15,10,12,15,6
R. Falk,75,68,64,58,77,62,76,55,51,70,76,84,84,88,74,89,66,86,90,64,61,65,57,72,73,54,73,56,50,48,10,9,16,12,10
AndrÈ Ramalho,75,46,51,80,73,42,62,58,68,72,68,52,50,67,75,66,74,87,73,77,70,62,78,59,66,42,70,72,74,70,7,12,14,13,15
G. Schennikov,75,72,55,66,71,43,67,67,62,69,72,84,76,79,70,72,53,72,84,63,51,74,74,60,66,59,65,74,73,74,16,16,14,8,15
M. Morozyuk,75,77,59,37,76,69,67,69,80,68,69,74,75,78,82,85,68,63,82,37,69,40,73,44,76,49,70,74,72,74,15,6,9,8,11
J. van der Heijden,75,61,49,75,76,42,69,80,73,77,75,40,43,60,74,63,75,82,72,75,68,69,75,65,72,66,80,75,75,73,6,15,10,7,6
A. Musa,75,67,75,64,63,71,75,60,48,52,73,95,92,87,80,86,77,74,88,48,71,33,24,78,66,69,71,28,28,24,7,12,13,15,14
A. Diaby,75,69,75,66,69,72,71,62,49,63,66,91,93,87,76,81,75,91,78,58,66,58,33,81,66,63,73,35,34,36,12,14,8,7,9
G. ?nler,75,70,56,68,74,70,72,64,68,74,75,49,42,60,70,59,80,73,65,73,75,77,72,61,73,74,77,75,76,72,11,14,6,10,5
L. Cigarini,75,76,58,48,80,70,71,76,78,79,77,66,55,70,68,77,74,49,64,64,74,62,70,62,77,72,73,73,66,60,11,9,7,12,11
J˙nior Urso,75,51,65,56,77,31,68,42,37,68,74,66,69,59,67,77,74,72,82,74,73,78,76,54,66,48,72,68,77,72,9,11,14,9,12
B. Butko,75,74,34,56,71,45,68,61,29,63,70,80,78,76,76,66,66,76,77,63,60,67,75,62,63,36,63,78,72,77,12,6,10,15,9
R. Thomas,75,67,52,34,75,50,78,62,63,76,79,77,75,77,74,78,70,84,75,60,61,71,75,64,78,63,77,58,58,56,10,12,6,8,9
M. Jensen,75,63,65,50,76,50,73,63,66,75,74,74,74,87,74,79,71,72,87,63,69,65,59,69,80,69,80,76,63,54,5,13,10,8,12
Burgui,75,74,69,55,74,54,78,76,64,63,77,74,78,72,72,63,65,56,78,62,66,35,38,75,69,59,69,59,28,21,6,8,10,12,10
A. Meret,75,15,17,19,29,20,16,20,21,22,22,41,48,37,70,48,21,68,29,65,17,22,22,20,21,21,67,10,21,12,77,71,66,75,78
M. Gonalons,75,61,55,74,74,60,67,57,57,74,74,65,55,63,75,65,77,78,62,78,59,83,77,60,65,68,73,71,79,74,11,11,11,8,5
D. ValdÈs,75,67,64,64,75,63,74,70,67,73,75,80,79,74,70,67,75,68,75,74,74,54,53,73,75,55,78,50,52,42,8,9,12,8,8
Marafona,75,13,18,13,32,19,22,19,17,38,13,36,37,49,69,35,38,53,29,60,16,41,21,13,56,23,41,15,12,13,77,73,66,75,76
R. Karsdorp,75,77,53,69,72,66,76,60,60,73,75,86,87,65,73,65,80,74,72,69,69,78,67,65,67,52,68,71,75,75,13,7,14,16,15
I. Opara,75,24,30,75,68,44,49,40,45,62,57,77,88,74,65,66,58,90,76,85,29,82,75,50,48,47,60,69,73,71,9,16,13,7,8
K. Laimer,75,69,60,63,76,58,74,65,47,68,75,74,79,73,77,72,68,69,84,68,65,75,73,67,70,54,72,68,73,75,9,12,12,13,12
O. Kamara,75,54,77,68,64,77,69,61,52,48,75,71,77,72,75,70,75,81,79,77,64,72,34,77,63,71,74,39,20,19,7,10,12,12,6
S. Gentiletti,75,49,13,73,60,30,59,58,63,65,65,69,68,61,72,62,78,77,38,78,48,77,75,29,52,43,74,73,77,76,14,9,12,6,14
Serey DiÈ,75,56,43,64,73,43,68,59,55,69,73,70,61,77,72,79,62,78,75,74,46,89,75,58,64,50,73,70,76,75,14,11,13,15,11
A. Westwood,75,76,49,55,80,51,67,71,75,79,74,63,55,70,75,77,71,71,80,66,57,70,74,60,74,55,76,76,72,66,10,13,13,7,8
C. Ciano,75,72,70,60,73,67,76,75,76,70,77,87,75,82,71,78,70,55,68,62,71,51,25,67,72,70,74,24,23,20,9,12,9,9,7
A. Conti,75,76,58,64,76,59,74,67,42,69,76,75,82,79,76,68,68,53,87,59,49,73,73,73,63,48,72,76,74,74,9,13,13,9,10
Bojan,75,68,70,42,76,75,75,79,66,72,74,75,68,80,69,85,72,43,57,40,69,30,29,73,76,71,74,31,22,19,5,14,8,14,7
C. Vargas,75,16,16,24,23,13,16,25,23,24,19,42,48,55,72,45,25,69,35,67,13,22,23,12,50,46,32,23,19,15,78,75,65,71,77
…der,75,35,74,74,70,72,67,66,41,63,69,73,78,69,76,61,81,64,73,83,61,83,47,75,71,73,76,37,33,28,14,9,6,15,12
Y. Benzia,75,66,72,64,75,69,79,77,71,68,76,72,68,77,68,72,71,79,72,58,67,61,55,75,77,76,75,33,46,38,6,9,14,13,9
W. Hennessey,75,11,12,14,29,10,8,12,11,41,23,40,41,48,65,51,34,41,29,68,10,21,22,14,58,17,55,13,18,13,75,76,81,76,72
E. Thommy,75,80,70,49,74,65,77,76,75,64,78,79,77,87,67,77,69,53,66,51,71,37,27,65,74,57,63,28,37,31,6,11,16,8,15
Bustinza,75,76,30,76,72,23,56,45,35,53,71,66,68,63,70,70,44,75,77,70,38,71,78,52,50,33,64,69,77,75,14,12,11,13,7
Bernardo,75,61,28,64,70,53,63,47,32,53,70,74,77,69,69,66,72,78,76,69,68,74,71,58,49,43,64,75,79,84,15,12,13,14,12
P. CissÈ,75,63,79,70,72,74,73,75,59,58,76,76,49,78,77,72,79,70,69,72,75,51,30,77,65,80,74,57,19,19,8,10,12,13,12
Oier,75,23,14,15,34,12,20,24,15,36,20,45,43,48,71,40,20,66,43,66,15,28,20,13,46,25,54,15,18,16,77,73,69,78,73
D. Gayle,75,59,79,68,64,68,70,54,75,53,71,85,81,83,74,81,76,72,70,62,71,46,35,82,48,73,75,20,24,14,10,7,16,8,8
Joelinton,75,44,75,72,72,64,76,52,38,56,74,77,79,73,69,69,72,75,69,84,60,63,45,74,64,61,70,29,44,38,9,13,8,13,13
A. PÈrez,75,61,55,55,74,59,59,49,56,71,71,49,49,64,75,60,75,68,66,74,74,88,81,69,72,62,84,75,74,66,8,12,12,10,15
B. Jones,75,19,17,11,28,11,18,13,12,18,22,52,55,25,75,30,24,70,40,72,11,32,23,17,30,35,56,17,13,13,75,69,69,80,75
J. Drmi?,75,70,75,71,73,74,74,76,51,63,72,75,77,69,72,73,77,72,65,72,72,72,35,75,57,74,72,28,37,40,7,9,13,8,13
M. Mount,75,69,67,59,76,61,76,75,76,71,79,77,69,78,70,75,70,46,74,46,68,38,45,63,78,60,70,44,44,30,11,12,13,8,12
A. McGregor,75,11,19,13,36,15,18,20,14,39,29,33,41,65,70,51,23,73,30,71,14,53,18,13,60,23,68,15,13,13,74,72,66,74,79
O. Elabdellaoui,75,73,42,60,73,55,75,72,60,68,74,83,82,82,74,81,72,60,85,68,66,72,69,75,69,42,68,69,72,72,8,11,12,6,6
R. Steffen,75,73,69,61,74,77,75,78,72,67,76,87,86,90,71,80,75,75,79,58,74,67,38,68,71,55,75,48,32,35,16,13,12,8,6
K. Kanga,75,65,63,47,78,55,75,61,72,77,77,80,71,91,73,91,77,54,85,57,77,63,48,63,75,76,82,45,54,52,9,15,10,9,9
J. Ananidze,75,70,70,57,78,62,76,73,74,69,72,84,67,90,69,90,74,73,77,27,73,49,32,68,75,72,65,32,45,39,6,6,15,7,9
S. Ilsanker,75,39,45,72,71,43,50,41,33,64,58,38,77,34,78,38,70,60,78,84,62,89,82,46,56,37,62,72,79,79,17,16,15,18,17
A. Blake,75,12,13,24,32,11,11,24,12,33,28,43,49,48,71,42,14,70,41,68,11,27,15,12,11,19,55,14,14,13,78,69,67,69,83
Nicholas Aldair,75,66,75,72,74,74,72,63,59,58,75,59,77,63,72,60,78,69,83,77,73,67,40,72,69,74,83,23,37,46,7,11,7,11,14
R. Sessegnon,75,71,75,55,74,55,74,54,31,63,76,85,87,79,75,85,67,66,78,55,57,60,67,77,71,61,79,66,68,62,6,11,7,8,7
Jorginhson,75,50,61,71,70,41,75,75,55,75,73,71,72,78,77,77,51,52,74,66,56,72,76,55,77,61,67,78,77,76,7,7,12,8,16
Carlitos,75,63,75,59,70,68,78,74,82,63,75,88,80,81,80,87,71,69,73,69,73,71,37,74,70,70,83,24,13,19,5,12,13,9,10
L. Nguyen,75,67,70,42,76,68,75,75,72,72,74,74,68,78,70,74,73,45,65,60,71,63,43,71,76,76,73,48,44,34,6,13,9,11,13
A. Paschalakis,75,12,12,17,22,12,18,16,12,25,11,53,47,51,76,59,18,61,34,76,12,41,15,4,45,30,59,19,15,14,80,66,64,70,81
FabrÌcio,75,64,78,68,66,76,76,75,72,61,78,66,68,80,77,70,78,81,82,74,69,73,51,75,69,71,74,25,27,30,9,14,13,10,10
M. Coco,75,75,71,59,76,68,78,60,36,64,76,86,86,82,69,71,69,60,60,63,68,49,50,73,67,59,69,29,44,32,12,6,15,7,7
K. Babacar,75,50,75,74,64,76,72,64,60,46,76,70,75,71,70,59,79,76,65,78,62,58,20,77,48,77,70,43,26,24,12,6,10,8,14
Postigo,75,42,44,70,66,36,52,30,26,70,65,59,64,63,68,54,56,79,67,83,34,75,74,30,48,45,72,79,75,74,13,13,7,7,10
Renato Sanches,75,60,65,64,76,68,77,59,68,70,77,79,77,76,72,90,85,79,86,76,77,90,69,70,67,68,67,73,70,64,5,12,6,13,14
M. Caruzzo,75,46,41,77,65,21,32,55,64,60,65,43,53,72,75,39,28,76,81,80,25,81,75,45,60,57,71,72,74,72,9,13,9,6,6
G. Konan,75,71,43,60,71,58,78,73,32,64,76,85,79,77,74,75,57,69,90,66,46,70,71,70,67,41,77,67,75,69,8,5,5,11,8
S. MouniÈ,75,60,74,84,67,69,64,52,41,59,70,66,70,60,71,54,78,83,66,83,65,78,42,76,61,65,67,35,35,40,14,15,6,12,15
P. Capelle,75,76,68,55,75,79,76,75,77,73,76,74,75,78,75,67,74,69,78,67,78,71,74,77,73,63,64,69,68,67,9,12,16,9,16
T. Davies,75,66,64,57,80,42,76,58,61,74,77,69,66,74,69,72,70,56,74,68,58,83,63,70,76,49,75,64,69,66,11,12,9,14,10
N. Dirar,75,74,62,47,74,62,77,75,62,65,78,78,80,76,73,65,70,77,75,77,68,70,55,75,69,52,74,58,51,50,6,8,8,15,13
J. Toornstra,75,75,75,65,77,74,71,74,73,75,74,63,68,67,75,72,82,53,92,70,77,69,50,75,73,56,77,67,56,53,14,15,16,6,6
Paulinho,75,66,69,47,77,64,73,67,68,69,74,73,68,87,70,90,60,71,70,35,67,38,40,78,79,65,76,23,30,20,12,14,14,11,8
S. Larsson,75,68,68,40,72,66,82,77,78,70,80,74,74,83,70,76,77,50,72,64,79,47,52,69,74,55,74,29,42,25,14,12,15,10,7
P. Tau,75,75,85,52,75,69,80,76,63,56,83,79,76,72,73,88,68,47,60,36,72,40,29,82,77,68,79,38,35,25,6,13,13,15,11
J. Kluivert,75,69,70,52,68,67,82,72,58,54,78,91,88,85,67,83,77,66,69,61,76,66,25,65,72,66,74,47,32,27,5,6,14,7,12
H. Ayala,75,61,52,71,66,46,51,46,41,62,64,55,67,63,77,44,65,67,74,75,57,64,74,44,55,55,75,78,78,76,7,11,16,9,6
Miguel Silva,75,12,5,14,26,9,8,11,13,20,11,48,50,30,74,33,21,72,27,58,6,20,7,8,40,13,37,16,14,14,77,71,64,73,78
D. Rol·n,75,73,77,66,74,66,76,66,70,62,74,74,78,77,78,69,74,72,68,66,63,64,34,79,74,75,69,52,33,35,14,7,7,7,14
L. Klostermann,75,65,45,72,71,33,65,37,22,55,70,79,90,63,72,60,51,82,74,74,31,62,75,63,53,26,63,74,74,72,8,12,10,7,7
G. RodrÌguez,75,59,41,65,75,47,59,49,42,72,72,53,57,54,62,52,59,45,75,81,55,83,78,50,62,53,65,75,76,73,12,11,14,16,6
M. Locatelli,75,66,54,68,78,64,73,64,60,72,79,63,65,67,68,54,76,59,75,69,72,68,75,54,75,60,66,76,74,70,11,12,11,10,15
F. Caputo,75,50,77,72,66,74,72,58,54,52,70,85,88,86,70,77,73,92,74,74,66,50,14,75,55,77,75,40,20,11,14,7,10,11,11
A. Roa,75,77,63,57,76,42,79,72,63,66,77,79,81,86,65,74,58,75,66,57,59,58,44,65,74,58,69,45,56,40,16,6,14,9,10
Keko,75,77,68,34,75,69,75,73,69,73,76,75,71,75,75,73,67,64,55,67,68,54,59,73,78,66,68,47,53,43,15,12,8,9,7
A. El Khayati,75,71,74,46,72,68,77,77,72,69,78,74,73,69,67,69,75,66,75,71,76,61,34,70,78,77,67,45,33,32,15,10,14,13,13
F. Sch‰r,75,65,60,79,73,53,64,65,66,74,69,60,50,64,75,61,76,88,69,77,65,72,76,66,68,78,70,73,74,73,8,9,11,10,15
A. Haidara,75,68,65,50,75,57,75,75,60,73,75,79,77,76,77,74,75,76,81,69,74,62,71,74,75,62,78,59,69,66,7,11,8,7,10
Chema RodrÌguez,75,48,55,70,69,72,54,36,33,67,67,70,68,68,71,61,75,78,70,76,56,80,75,34,54,48,65,72,76,76,15,11,6,14,12
